id,name,owner,capacity,storage,active_storage,dead_storage,volume,percent_storage,inflow,outflow,date
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4395.2,77.95,2.1,3.3,2024-01-01
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1245.97,85.67,15.18,12.72,2024-01-01
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,210.36,79.98,0.208,0.107,2024-01-02
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,94.99,89.43,1.06,1.69,2024-01-02
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,181.4,106.71,0.19,0.74,2024-01-02
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,838.0,89.24,0.63,3.46,2024-01-02
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,93.2,84.73,0.01,0.71,2024-01-02
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,9921.0,73.7,4.38,30.01,2024-01-02
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,5679.0,59.72,4.64,14.02,2024-01-02
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,285.45,107.72,0.038,0.321,2024-01-02
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,105.73,77.99,,0.455,2024-01-02
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,405.81,78.04,0.097,0.562,2024-01-02
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1766.29,89.21,1.58,5.78,2024-01-02
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,178.0,56.6,0.03,0.26,2024-01-02
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,106.08,68.44,,,2024-01-02
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,83.0,58.87,0.02,0.09,2024-01-02
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,147.0,53.45,,0.03,2024-01-02
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,73.86,60.83,0.06,,2024-01-02
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,129.25,78.33,0.02,0.31,2024-01-02
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,130.67,79.68,,,2024-01-02
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,2002.62,82.38,,8.04,2024-01-02
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1585.21,80.63,1.13,2.93,2024-01-02
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,795.5,82.86,,5.185,2024-01-02
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,71.67,44.79,,,2024-01-02
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,95.28,31.87,,0.06,2024-01-02
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,14599.99,82.28,4.11,6.81,2024-01-02
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7537.08,85.07,2.45,12.13,2024-01-02
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,183.64,81.98,0.007,2.789,2024-01-02
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,140.29,33.4,,1.16,2024-01-02
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,83.0,70.94,0.18,0.33,2024-01-02
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,156.0,95.27,,0.58,2024-01-02
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,244.7,82.95,,0.66,2024-01-02
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,254.05,86.12,0.02,1.46,2024-01-02
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,179.0,45.78,0.14,0.29,2024-01-02
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,420.99,59.29,0.28,1.6,2024-01-02
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4393.64,77.92,2.8,3.91,2024-01-02
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1239.44,85.22,12.24,12.75,2024-01-02
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,210.46,80.02,0.185,0.107,2024-01-03
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,94.37,88.84,1.06,1.68,2024-01-03
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,180.86,106.39,0.19,0.74,2024-01-03
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,835.0,88.92,0.6,3.46,2024-01-03
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,92.5,84.09,0.008,0.708,2024-01-03
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,9894.0,73.5,4.43,30.0,2024-01-03
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,5667.0,59.59,2.6,14.0,2024-01-03
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,285.15,107.6,0.022,0.321,2024-01-03
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,105.44,77.77,,0.127,2024-01-03
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,405.03,77.89,0.137,0.562,2024-01-03
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1760.64,88.92,1.59,5.78,2024-01-03
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,178.0,56.6,,0.26,2024-01-03
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,106.08,68.44,0.056,,2024-01-03
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,83.0,58.87,0.02,0.09,2024-01-03
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,147.0,53.45,0.13,0.03,2024-01-03
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,73.7,60.7,,,2024-01-03
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,128.87,78.1,0.02,0.31,2024-01-03
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,130.57,79.62,0.15,,2024-01-03
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,1995.82,82.1,2.74,8.02,2024-01-03
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1582.68,80.5,1.98,1.27,2024-01-03
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,788.5,82.14,,5.209,2024-01-03
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,71.67,44.79,,,2024-01-03
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,95.12,31.81,,0.06,2024-01-03
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,14596.28,82.26,2.6,5.3,2024-01-03
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7526.45,84.95,2.37,12.04,2024-01-03
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,181.28,80.93,0.006,2.315,2024-01-03
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,139.0,33.1,,1.16,2024-01-03
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,82.4,70.43,0.072,0.068,2024-01-03
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,155.87,95.19,,0.437,2024-01-03
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,243.79,82.64,,0.67,2024-01-03
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,252.53,85.6,0.02,1.46,2024-01-03
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,178.0,45.52,,0.29,2024-01-03
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,419.56,59.09,0.28,1.61,2024-01-03
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4390.53,77.86,1.28,3.96,2024-01-03
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1235.93,84.98,12.05,12.23,2024-01-03
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,210.54,80.05,0.187,0.108,2024-01-04
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,93.74,88.25,0.93,1.55,2024-01-04
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,180.33,106.08,0.21,0.74,2024-01-04
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,833.0,88.71,1.03,3.46,2024-01-04
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,91.8,83.45,0.006,0.706,2024-01-04
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,9865.0,73.28,1.92,30.1,2024-01-04
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,5659.0,59.51,6.77,14.12,2024-01-04
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,284.85,107.49,0.02,0.321,2024-01-04
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,105.15,77.56,,0.11,2024-01-04
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,403.45,77.59,0.522,1.722,2024-01-04
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1755.2,88.65,1.6,5.77,2024-01-04
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,177.0,56.28,,0.26,2024-01-04
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,106.08,68.44,0.058,,2024-01-04
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,83.0,58.87,0.11,0.06,2024-01-04
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,146.0,53.09,,0.03,2024-01-04
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,73.7,60.7,0.062,,2024-01-04
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,128.31,77.76,,0.31,2024-01-04
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,130.39,79.51,0.06,,2024-01-04
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,1989.03,81.82,0.81,6.07,2024-01-04
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1580.15,80.37,1.74,1.02,2024-01-04
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,782.24,81.48,,5.199,2024-01-04
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,71.67,44.79,,,2024-01-04
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,94.96,31.76,,0.06,2024-01-04
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,14592.57,82.23,2.53,5.23,2024-01-04
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7515.83,84.83,2.44,12.1,2024-01-04
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,179.69,80.22,0.005,1.534,2024-01-04
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,137.79,32.81,,1.16,2024-01-04
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,81.81,69.92,,0.068,2024-01-04
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,155.0,94.66,,0.79,2024-01-04
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,242.88,82.33,,0.68,2024-01-04
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,251.02,85.09,,1.4,2024-01-04
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,178.0,45.52,,0.29,2024-01-04
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,418.85,58.99,0.77,1.31,2024-01-04
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4388.97,77.83,2.89,4.01,2024-01-04
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1234.43,84.88,11.07,12.43,2024-01-04
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,210.62,80.08,0.185,0.107,2024-01-05
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,93.43,87.96,0.98,1.29,2024-01-05
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,179.29,105.46,,0.74,2024-01-05
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,829.0,88.29,0.15,3.46,2024-01-05
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,91.1,82.82,0.005,0.705,2024-01-05
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,9836.0,73.06,1.97,30.09,2024-01-05
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,5644.0,59.35,0.62,14.0,2024-01-05
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,284.65,107.41,0.122,0.321,2024-01-05
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,104.85,77.34,,0.11,2024-01-05
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,401.88,77.28,0.498,1.719,2024-01-05
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1746.89,88.23,,5.77,2024-01-05
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,177.0,56.28,,0.26,2024-01-05
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,106.08,68.44,0.057,,2024-01-05
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,83.0,58.87,,0.05,2024-01-05
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,146.0,53.09,0.13,0.03,2024-01-05
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,73.54,60.57,,,2024-01-05
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,128.13,77.65,0.21,0.31,2024-01-05
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,130.11,79.34,,,2024-01-05
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,1982.25,81.54,0.76,6.02,2024-01-05
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1577.62,80.25,1.76,1.04,2024-01-05
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,776.72,80.91,,5.19,2024-01-05
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,71.67,44.79,,,2024-01-05
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,94.8,31.71,,0.06,2024-01-05
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,14588.87,82.21,5.83,8.53,2024-01-05
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7505.22,84.71,2.41,12.05,2024-01-05
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,177.58,79.28,0.004,2.065,2024-01-05
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,136.54,32.51,,1.16,2024-01-05
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,81.21,69.41,,0.067,2024-01-05
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,154.99,94.65,0.067,0.436,2024-01-05
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,241.97,82.02,,0.68,2024-01-05
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,249.51,84.58,,1.4,2024-01-05
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,177.0,45.27,,0.29,2024-01-05
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,417.78,58.84,0.41,1.32,2024-01-05
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4387.42,77.81,2.95,4.06,2024-01-05
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1231.43,84.67,9.34,12.21,2024-01-05
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,210.7,80.11,0.186,0.108,2024-01-06
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,93.1,87.65,0.93,1.26,2024-01-06
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,178.11,104.77,,0.7,2024-01-06
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,826.0,87.97,0.6,3.46,2024-01-06
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,90.4,82.18,0.003,0.703,2024-01-06
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,9807.0,72.85,1.9,29.96,2024-01-06
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,5632.0,59.22,2.66,14.01,2024-01-06
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,284.48,107.35,0.155,0.321,2024-01-06
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,104.56,77.12,,0.11,2024-01-06
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,399.51,76.83,,1.305,2024-01-06
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1741.36,87.95,1.6,5.76,2024-01-06
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,177.0,56.28,,0.26,2024-01-06
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,105.97,68.37,,,2024-01-06
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,83.0,58.87,0.03,0.1,2024-01-06
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,146.0,53.09,,0.03,2024-01-06
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,73.54,60.57,0.062,,2024-01-06
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,127.75,77.42,0.02,0.31,2024-01-06
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,130.11,79.34,0.25,,2024-01-06
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,1975.48,81.26,0.79,6.06,2024-01-06
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1572.57,79.99,,1.03,2024-01-06
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,771.2,80.33,,5.184,2024-01-06
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,71.67,44.79,,,2024-01-06
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,94.64,31.65,,0.06,2024-01-06
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,14588.87,82.21,6.02,5.01,2024-01-06
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7494.61,84.59,2.45,12.09,2024-01-06
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,174.46,77.88,0.003,3.077,2024-01-06
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,135.29,32.21,,1.16,2024-01-06
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,81.0,69.23,,0.38,2024-01-06
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,155.0,94.66,,0.62,2024-01-06
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,241.05,81.71,,0.68,2024-01-06
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,248.0,84.07,,1.4,2024-01-06
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,177.0,45.27,,0.29,2024-01-06
