id,name,owner,capacity,storage,active_storage,dead_storage,volume,percent_storage,inflow,outflow,date
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,31.0,11.79,0.07,0.03,2016-01-01
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,28.0,26.36,0.15,0.09,2016-01-01
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,27.0,15.88,0.02,0.02,2016-01-01
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,385.0,41.0,0.29,1.04,2016-01-01
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,24.27,22.06,,,2016-01-01
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,4927.0,36.6,,6.4,2016-01-01
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4741.0,49.85,3.63,8.51,2016-01-01
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,63.19,23.84,0.14,0.22,2016-01-01
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,34.59,25.51,,0.1,2016-01-01
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,193.0,37.12,,0.12,2016-01-01
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,893.0,45.1,1.14,1.46,2016-01-01
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,127.0,40.38,0.07,0.09,2016-01-01
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,87.0,56.13,0.05,,2016-01-01
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,49.0,34.75,,0.05,2016-01-01
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,98.0,35.64,,,2016-01-01
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,66.0,54.36,,,2016-01-01
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,66.0,40.0,,,2016-01-01
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,84.22,51.35,0.02,,2016-01-01
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,730.67,30.06,,,2016-01-01
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1337.38,68.03,,,2016-01-01
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,509.0,53.02,,1.67,2016-01-01
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,49.0,30.63,,,2016-01-01
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,73.0,24.41,,0.09,2016-01-01
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,12861.0,72.48,0.27,5.97,2016-01-01
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,5164.0,58.28,0.29,8.06,2016-01-01
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,167.0,74.55,0.02,1.92,2016-01-01
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,191.0,45.48,,1.7,2016-01-01
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,45.0,38.46,,0.14,2016-01-01
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,160.0,97.71,,,2016-01-01
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,247.0,83.73,,0.53,2016-01-01
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,,,,,2016-01-01
