id,name,owner,capacity,storage,active_storage,dead_storage,volume,percent_storage,inflow,outflow,date
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,85.71,32.59,0.188,0.044,2022-01-01
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,96.84,91.17,0.38,1.45,2022-01-01
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,140.54,82.67,0.04,0.1,2022-01-01
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,859.0,91.48,0.47,3.02,2022-01-01
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,100.0,90.91,0.74,1.44,2022-01-01
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,7978.0,59.26,8.16,25.09,2022-01-01
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4382.0,46.08,2.59,5.5,2022-01-01
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,114.33,43.14,0.01,0.11,2022-01-01
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,72.08,53.17,,0.149,2022-01-01
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,306.0,58.85,0.03,0.42,2022-01-01
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1213.0,61.26,3.34,0.44,2022-01-01
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,325.0,103.34,0.15,0.44,2022-01-01
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,153.0,98.71,0.07,0.44,2022-01-01
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,139.0,98.58,0.12,0.04,2022-01-01
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,275.0,100.0,0.23,0.72,2022-01-01
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,116.0,95.54,0.01,0.1,2022-01-01
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,93.59,56.72,,,2022-01-01
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,154.52,94.22,0.24,,2022-01-01
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,2071.33,85.2,3.34,10.9,2022-01-01
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1693.75,86.15,,,2022-01-01
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,855.0,89.06,0.01,5.2,2022-01-01
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,137.08,85.68,,1.67,2022-01-01
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,299.99,100.33,0.28,0.08,2022-01-01
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,16338.26,92.07,5.17,8.14,2022-01-01
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7491.08,84.55,,9.04,2022-01-01
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,196.0,87.5,0.04,2.01,2022-01-01
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,206.0,49.05,0.04,0.44,2022-01-01
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,108.0,92.31,0.02,0.24,2022-01-01
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,164.0,100.15,0.02,0.24,2022-01-01
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,277.34,94.01,,0.28,2022-01-01
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,248.0,84.07,0.03,1.5,2022-01-01
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,345.0,88.24,0.98,0.41,2022-01-01
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,636.55,89.65,1.41,,2022-01-01
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4473.53,79.33,1.94,4.72,2022-01-01
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1048.76,72.11,26.31,3.02,2022-01-01
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,85.82,32.63,0.185,0.042,2022-01-02
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,95.8,90.19,0.4,1.45,2022-01-02
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,140.54,82.67,0.11,0.11,2022-01-02
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,855.51,91.11,0.019,3.024,2022-01-02
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,99.08,90.07,0.735,1.435,2022-01-02
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,7952.0,59.07,,25.0,2022-01-02
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4376.0,46.01,2.84,7.42,2022-01-02
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,114.19,43.09,,0.15,2022-01-02
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,71.83,52.99,,0.149,2022-01-02
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,306.25,58.89,0.677,0.415,2022-01-02
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1213.24,61.27,1.43,0.44,2022-01-02
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,,,,,2022-01-02
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,153.1,98.77,0.075,,2022-01-02
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,,,,,2022-01-02
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,,,,,2022-01-02
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,115.54,95.16,0.012,0.1,2022-01-02
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,93.59,56.72,0.08,,2022-01-02
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,154.41,94.15,0.12,,2022-01-02
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,2060.95,84.78,2.05,10.9,2022-01-02
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1691.12,86.02,0.56,,2022-01-02
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,848.0,88.33,,5.197,2022-01-02
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,135.41,84.63,,1.67,2022-01-02
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,299.99,100.33,0.28,0.08,2022-01-02
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,16338.26,92.07,9.51,8.43,2022-01-02
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7480.49,84.43,,9.03,2022-01-02
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,194.31,86.75,0.032,2.089,2022-01-02
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,205.12,48.84,,0.44,2022-01-02
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,,,,,2022-01-02
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,163.99,100.15,0.412,,2022-01-02
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,276.88,93.86,,0.28,2022-01-02
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,,,,,2022-01-02
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,345.14,88.27,0.192,0.501,2022-01-02
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,635.63,89.53,0.96,,2022-01-02
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4470.38,79.28,2.22,4.93,2022-01-02
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1062.11,73.03,16.41,2.93,2022-01-02
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,85.93,32.67,0.186,0.044,2022-01-03
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,94.68,89.14,0.31,1.43,2022-01-03
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,140.43,82.61,0.1,0.11,2022-01-03
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,853.0,90.84,0.46,3.02,2022-01-03
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,99.0,90.0,1.01,1.43,2022-01-03
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,7930.0,58.91,,20.05,2022-01-03
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4371.0,45.96,2.93,7.5,2022-01-03
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,113.95,43.0,,0.24,2022-01-03
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,71.59,52.8,,0.149,2022-01-03
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,306.0,58.85,0.04,0.42,2022-01-03
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1211.0,61.16,2.07,0.44,2022-01-03
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,321.0,102.07,0.07,1.12,2022-01-03
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,153.0,98.71,0.07,1.12,2022-01-03
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,139.0,98.58,0.12,0.04,2022-01-03
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,274.0,99.64,0.23,0.36,2022-01-03
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,115.0,94.72,0.02,0.1,2022-01-03
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,93.59,56.72,0.08,,2022-01-03
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,154.2,94.02,0.03,,2022-01-03
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,2050.59,84.35,2.07,10.9,2022-01-03
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1688.49,85.88,0.56,,2022-01-03
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,841.0,87.6,0.56,3.5,2022-01-03
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,133.74,83.59,0.56,1.67,2022-01-03
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,299.99,100.33,0.28,0.08,2022-01-03
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,16338.26,92.07,6.79,5.71,2022-01-03
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7473.43,84.35,2.92,9.01,2022-01-03
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,192.0,85.71,0.03,2.08,2022-01-03
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,205.0,48.81,0.03,0.44,2022-01-03
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,107.0,91.45,0.03,0.24,2022-01-03
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,164.0,100.15,0.22,0.24,2022-01-03
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,276.42,93.7,,0.28,2022-01-03
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,245.0,83.05,0.03,1.5,2022-01-03
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,345.0,88.24,0.19,0.41,2022-01-03
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,635.18,89.46,1.5,,2022-01-03
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,4468.8,79.25,1.82,2.95,2022-01-03
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,1074.65,73.89,15.62,2.95,2022-01-03
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,86.03,32.71,0.179,0.044,2022-01-04
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,93.59,88.11,0.33,1.42,2022-01-04
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,140.33,82.55,0.1,0.11,2022-01-04
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,850.0,90.52,0.46,3.02,2022-01-04
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,98.0,89.09,0.73,1.43,2022-01-04
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,7911.0,58.77,1.45,20.07,2022-01-04
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4366.0,45.91,2.99,7.56,2022-01-04
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,113.64,42.88,,0.31,2022-01-04
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,71.34,52.62,,0.149,2022-01-04
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,305.0,58.65,0.55,1.19,2022-01-04
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1209.0,61.06,0.25,0.5,2022-01-04
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,320.0,101.75,0.4,1.12,2022-01-04
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,153.0,98.71,0.4,1.12,2022-01-04
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,139.0,98.58,0.4,0.04,2022-01-04
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,274.0,99.64,0.23,0.36,2022-01-04
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,115.0,94.72,0.15,0.05,2022-01-04
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,93.29,56.54,0.08,0.3,2022-01-04
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,154.2,94.02,0.25,,2022-01-04
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,2036.83,83.79,,10.9,2022-01-04
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1685.86,85.75,0.56,,2022-01-04
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,838.0,87.29,0.53,3.48,2022-01-04
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,132.07,82.54,,1.67,2022-01-04
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,299.99,100.33,0.28,0.08,2022-01-04
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,16334.28,92.05,9.79,12.69,2022-01-04
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,7466.38,84.27,3.9,9.99,2022-01-04
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,190.0,84.82,0.03,1.83,2022-01-04
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,203.0,48.33,0.03,1.64,2022-01-04
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,107.0,91.45,0.05,0.26,2022-01-04
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,162.0,98.93,0.05,0.26,2022-01-04
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,275.89,93.52,,0.35,2022-01-04
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,244.0,82.71,0.04,1.5,2022-01-04
