id,name,owner,capacity,storage,active_storage,dead_storage,volume,percent_storage,inflow,outflow,date
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,74.72,28.41,0.102,0.037,2020-01-01
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,55.85,52.58,0.48,0.7,2020-01-01
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,106.56,62.68,,0.19,2020-01-01
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,435.5,46.38,,1.123,2020-01-01
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,,,,,2020-01-01
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,,,,,2020-01-01
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,,,,,2020-01-01
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,151.65,57.23,0.05,0.16,2020-01-01
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,59.32,43.76,,0.11,2020-01-01
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,276.27,53.13,,0.527,2020-01-01
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1408.48,71.14,1.23,4.72,2020-01-01
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,154.7,49.19,0.156,0.259,2020-01-01
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,22.25,14.35,,0.022,2020-01-01
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,49.0,34.75,,0.016,2020-01-01
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,85.36,31.04,,0.157,2020-01-01
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,22.93,18.88,,,2020-01-01
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,,,,,2020-01-01
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,,,,,2020-01-01
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,,,,,2020-01-01
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,,,,,2020-01-01
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,,,,,2020-01-01
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,36.68,22.93,,,2020-01-01
100303,เขื่อนกระเสียว,กรมชลประทาน,390.0,299.0,259.0,40.0,61.06,20.42,,0.018,2020-01-01
200401,เขื่อนศรีนครินทร์,การไฟฟ้า,18770.0,17745.0,7480.0,10265.0,,,,,2020-01-01
200402,เขื่อนวชิราลงกรณ์,การไฟฟ้า,11000.0,8860.0,5848.0,3012.0,,,,,2020-01-01
100501,เขื่อนขุนด่านปราการชล,กรมชลประทาน,224.9,224.0,219.48,4.52,158.73,70.86,0.003,1.151,2020-01-01
100502,เขื่อนคลองสียัด,กรมชลประทาน,450.0,420.0,390.0,30.0,108.53,25.84,,0.145,2020-01-01
100503,เขื่อนบางพระ,กรมชลประทาน,127.0,117.0,104.94,12.06,53.2,45.47,,,2020-01-01
100504,เขื่อนหนองปลาไหล,กรมชลประทาน,205.85,163.75,150.25,13.5,56.81,34.7,0.227,0.276,2020-01-01
100505,เขื่อนประแสร์,กรมชลประทาน,322.0,295.0,275.0,20.0,121.68,41.25,,0.45,2020-01-01
100514,เขื่อนนฤบดินทรจินดา,กรมชลประทาน,338.0,295.0,280.75,14.25,215.54,73.06,0.06,1.149,2020-01-01
100602,เขื่อนปราณบุรี,กรมชลประทาน,490.0,391.0,373.41,17.59,268.97,68.79,0.269,0.269,2020-01-01
200601,เขื่อนแก่งกระจาน,กรมชลประทาน,900.0,710.0,645.0,65.0,,,,,2020-01-01
200603,เขื่อนรัชชประภา,การไฟฟ้า,6144.0,5638.84,4287.3,1351.54,,,,,2020-01-01
200604,เขื่อนบางลาง,การไฟฟ้า,1590.0,1454.36,1178.08,276.28,,,,,2020-01-01
100104,เขื่อนแม่กวงอุดมธารา,กรมชลประทาน,295.0,263.0,249.0,14.0,74.75,28.42,0.19,0.038,2020-01-02
100105,เขื่อนกิ่วลม,กรมชลประทาน,106.22,106.22,102.67,3.55,55.44,52.19,0.28,0.7,2020-01-02
100106,เขื่อนกิ่วคอหมา,กรมชลประทาน,208.6,170.0,163.8,6.2,106.39,62.58,0.02,0.19,2020-01-02
100107,เขื่อนแควน้อยบำรุงแดน,กรมชลประทาน,1080.0,939.0,896.0,43.0,433.57,46.17,,1.123,2020-01-02
100108,เขื่อนแม่มอก,กรมชลประทาน,110.0,110.0,94.1,15.9,33.7,30.64,,0.024,2020-01-02
200101,เขื่อนภูมิพล,การไฟฟ้า,13462.0,13462.0,9662.0,3800.0,5528.0,41.06,,7.0,2020-01-02
200102,เขื่อนสิริกิติ์,การไฟฟ้า,10508.0,9510.0,6660.0,2850.0,4799.0,50.46,3.44,15.66,2020-01-02
200103,เขื่อนแม่งัดสมบูรณ์ชล,กรมชลประทาน,323.0,265.0,253.0,12.0,151.44,57.15,0.05,0.16,2020-01-02
100201,เขื่อนห้วยหลวง,กรมชลประทาน,135.57,135.57,128.98,6.59,59.12,43.61,,0.11,2020-01-02
100202,เขื่อนน้ำอูน,กรมชลประทาน,780.0,520.0,475.0,45.0,275.7,53.02,,0.65,2020-01-02
100206,เขื่อนลำปาว,กรมชลประทาน,2450.0,1980.0,1880.0,100.0,1403.72,70.89,1.17,4.71,2020-01-02
100207,เขื่อนลำตะคอง,กรมชลประทาน,445.0,314.49,291.79,22.7,154.06,48.99,,0.259,2020-01-02
100208,เขื่อนลำพระเพลิง,กรมชลประทาน,242.0,155.0,153.6,1.4,22.25,14.35,0.016,,2020-01-02
100209,เขื่อนมูลบน,กรมชลประทาน,350.0,141.0,134.0,7.0,49.0,34.75,,0.016,2020-01-02
100210,เขื่อนลำแซะ,กรมชลประทาน,325.0,275.0,268.0,7.0,84.98,30.9,,0.157,2020-01-02
100211,เขื่อนลำนางรอง,กรมชลประทาน,196.67,121.41,177.96,3.0,22.84,18.81,,,2020-01-02
200203,เขื่อนน้ำพุง,การไฟฟ้า,200.0,165.0,157.0,8.0,88.0,53.33,0.01,0.55,2020-01-02
200204,เขื่อนจุฬาภรณ์,การไฟฟ้า,181.0,164.0,127.0,37.0,45.0,27.44,0.01,0.55,2020-01-02
200205,เขื่อนอุบลรัตน์,การไฟฟ้า,2431.0,2431.0,1850.0,581.0,491.0,20.2,0.1,0.55,2020-01-02
200212,เขื่อนสิรินธร,การไฟฟ้า,1966.0,1966.0,1134.62,831.38,1707.0,86.83,0.1,0.55,2020-01-02
100301,เขื่อนป่าสักชลสิทธิ์,กรมชลประทาน,960.0,960.0,957.0,3.0,,,,,2020-01-02
100302,เขื่อนทับเสลา,กรมชลประทาน,190.0,160.0,143.0,17.0,36.6,22.88,,0.92,2020-01-02
